city,domain_source,polygon_file,CRS,lon_min,lon_max,lat_min,lat_max,retained_ERA5_cells,time_start_UTC,time_end_UTC,notes
Thailand_Bangkok,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,99.8,101.2,13.1,14.6,30,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
UAE_Dubai_AbuDhabi,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,54.2,55.9,24.0,25.9,56,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
UK_London,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,-1.5,1.5,50.6,52.3,91,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
USA_BosWashCorridor,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,-77.5,-70.5,37.0,42.8,696,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
USA_Chicago,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,-88.8,-87.0,41.2,42.6,48,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
USA_LA,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,-119.6,-116.0,33.0,35.4,150,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
USA_NYC,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,-75.8,-72.1,39.4,41.7,135,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
USA_SF_BayArea,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,-123.2,-121.3,36.7,38.9,63,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
Vietnam_HCMC,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,106.1,107.3,10.3,11.5,25,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
Vietnam_Hanoi,ERA5 download bbox from arco_era5_2015_2025_global_urban_clusters_to_netcdf.py,NA_not_preserved_in_workspace,EPSG:4326,104.9,106.2,20.6,21.6,20,2015-01-01 00:00,2025-12-31 23:00,10 m and 100 m cross-height framework; retained_ERA5_cells is a 0.25-degree bbox cell estimate because a polygon-retention ledger was not preserved in this workspace.
